0 ; 1.0
1 ; 1.54030230587
2 ; 1.58385316345
3 ; 2.0100075034
4 ; 3.34635637914
5 ; 5.28366218546
6 ; 6.96017028665
7 ; 7.75390225434
8 ; 7.85449996619
9 ; 8.08886973812
10 ; 9.16092847092
11 ; 11.004425698
12 ; 12.8438539587
13 ; 13.9074467815
14 ; 14.1367372182
15 ; 14.2403120871
16 ; 15.0423405197
17 ; 16.7248366619
18 ; 18.6603167082
19 ; 19.9887046182
20 ; 20.4080820618
21 ; 20.4522707398
22 ; 21.0000391736
23 ; 22.4671669797
24 ; 24.4241790073
25 ; 25.9912028119
26 ; 26.6469193223
27 ; 26.7078611913
28 ; 27.0373941337
29 ; 28.2519424703
